Id,Name,Type,Address
f7e9e7e9-901f-429b-ad07-f5d46110d16c,하삼동커피,서대문 1호점,경기 하남시 6로 120
6d894888-afe2-4913-85c3-a4e9348df488,이디야,중 5호점,경북 동두천시 10길 176
5ee6fd8e-b1dd-464b-b363-7d9fd49f5b25,투썸플레이스,구로 2호점,전북 중구 29길 14
3132ceca-b8a2-46d8-90b5-27ccce6c1ee2,컴포즈커피,마포 4호점,세종 동대문구 42로 104
147eede7-1875-414d-85c6-e0a4c819fd26,탐앤탐스,도봉 3호점, 안양시 82길 69
0764a85f-e2a1-47bb-8f96-a00b1a15ed3f,달콤커피,서 5호점,인천 고양시 75로 136
b8a314f0-e940-4617-9037-4b97fc39580f,그라찌에,안성 4호점, 강북구 87로 193
4a1743db-82a2-40b3-8862-219e68c8f0f8,하삼동커피,종로 2호점,경북 오산시 22로 126
4ec0556a-ad61-4fd4-b8df-1a3ec27ef824,달콤커피,구리 2호점,충남 여주시 58길 124
732b6663-f2d8-449c-aaaa-584593204f1b,파스쿠찌,군포 5호점,광주 강서구 99로 118
